video_id,title,thumbnail,description,upload_date,uploader,channel_id,duration,view_count,like_count,average_rating,categories,subtitles,automated_captions
Dmn0NdelpQg,The Curer #TheManniiShow.com/series,https://i.ytimg.com/vi/Dmn0NdelpQg/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4EgAKACooCDAgAEAEYZSBlKGUwDw==&rs=AOn4CLCuRWw9GqsRHLSXLGr8o3qxAJ6XLQ,"🤳🏼 INFLUENCER LIFE behind-the scenes!!  @TheManniiShow    Weekly Series!  Follow MJ for a behind-the-lens look into the life of an influencer.  ONLY ON YOUTUBE!  https://TheManniiShow.com/series 
@TheManniiShow @ElShowDeMannii @TheManniiShow-BR 

Thanks for supporting https://TheManniiStore.com 
#freecomedy #shorts #jokes 

Check out The Mannii Store UNCENSORED at TeePublic!  On Sale now!! https://www.teepublic.com/stores/the-mannii-store-uncensored?ref_id=27414",20220326,The Mannii Show,UC3iwxKMRg5l2aDG_8XK2nSQ,56,16750690,1464419,,People & Blogs,,https://www.youtube.com/api/timedtext?v=Dmn0NdelpQg&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261220&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=9502C005F874DDA7A0586EFAFD8D1738B811229A.AA1461475444277575F03AC9C9DDE5D5071410A8&key=yt8&kind=asr&lang=en&fmt=json3
ryGkpeKQI-s,My Voice With a Vocoder! (SOUNDS EPIC) 🤯,https://i.ytimg.com/vi/ryGkpeKQI-s/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYPSBMKHIwDw==&rs=AOn4CLCbwUW9PjGunNbnrUneX_87NFEi8w,"What song should I do next? 🤔 Don't forget to subscribe! 🥰

Follow me here too!! ⬇️🥰

Instagram- https://www.instagram.com/landen_purifoy/

TikTok- https://www.tiktok.com/@landenpurifoy

Twitch- https://m.twitch.tv/landenpurifoy/profile",20220913,Landen Purifoy,UCwSaacj6JmPWffsE_3t5Zhw,26,20818255,701493,,Music,,https://www.youtube.com/api/timedtext?v=ryGkpeKQI-s&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261221&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=38B23224E8EEE5641BE2A1C2399D1ADE825A32.03223B18FA00249F958EA267EAD727188409833E&key=yt8&kind=asr&lang=en&fmt=json3
-ihLuxL_FzI,Giant triangle bubble 🫧 ••#nanotape #disney #doorables #asmr #fidget #satisfying #sensory,https://i.ytimg.com/vi/-ihLuxL_FzI/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBlKGUwDw==&rs=AOn4CLCdNbXJkwJV-OHYvoRsD2rx41wZwQ,,20230308,My PB and J,UCBHoXoHnNxYYpTZe5Qfej9w,38,2079,111,,People & Blogs,,https://www.youtube.com/api/timedtext?v=-ihLuxL_FzI&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261222&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=059CAE99C0ADBB02962E941592FCF623C993007F.E9B6C34E22F4123AF6229E6BF284308EDCF1735C&key=yt8&kind=asr&lang=en&fmt=json3
MJxmxXIkKRk,I won,https://i.ytimg.com/vi/MJxmxXIkKRk/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYViBbKGUwDw==&rs=AOn4CLD2vXn8hTbeRs1NLJSsWEjXK0K1MQ,,20230224,Alexander Clark,UChFmE1R8i2unrefvok0YCoQ,42,5479551,210660,,Entertainment,,https://www.youtube.com/api/timedtext?v=MJxmxXIkKRk&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261223&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=0462603EAC3D4D60199D1478FF695C9D743DB1EB.1C121E25BA10F6367D3B75B6EE3B019F6A018224&key=yt8&kind=asr&lang=en&fmt=json3
bVa5qvvUK5s,Barry thinks at super speed #shorts,https://i.ytimg.com/vi/bVa5qvvUK5s/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYLyBlKGQwDw==&rs=AOn4CLD836C8sMvtwFLOBjqIQGsXUc6mlg,"Barry thinks at super speed #shorts 
You reshuffled the deck ⚡

#TheFlash #DCTV",20230203,Breacher,UCiwblR72SGjZBijilTPYCkg,20,13781458,826726,,Entertainment,,
9ZeqgtvL0SA,Temporarily paralyzing RANDOM Tesla drivers cars... 👀🚗#shorts,https://i.ytimg.com/vi/9ZeqgtvL0SA/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYNyBQKHIwDw==&rs=AOn4CLBKh7-Sl_FWtdGsrHSXnunsyQsugg,,20230226,Kaz Sawyer,UCOOHeyoRZIYI7OIsIhA1vsg,28,20784705,705798,,Science & Technology,,https://www.youtube.com/api/timedtext?v=9ZeqgtvL0SA&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261226&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=1D53BE60EBEEE865A691EDE78A769897402B76BC.39731BB46369A695D11CDFC04E941C502B3A6A81&key=yt8&kind=asr&lang=en&fmt=json3
X01GdvCsUlc,Lego mini figure. Set 75902. Mystery machine. Zombie. ￼,https://i.ytimg.com/vi/X01GdvCsUlc/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYNCBiKHIwDw==&rs=AOn4CLBlIIgM6sqXfjkj5uuEvwei28Sbgw,,20230308,MAD Trippin',UCt1z_VQadvGA4pZtPLFwP3A,15,582,11,,Entertainment,,
SqDt_UKmYfc,Minecraft Underground House🏠 #shorts,https://i.ytimg.com/vi/SqDt_UKmYfc/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBDKEAwDw==&rs=AOn4CLBd7rG8yaZ0BkH62oqzL9hlX9-k7Q,"--Info--

--MERCH--
https://wlo.link/@HellFrozen

--Music--

#Minecraft #MinecraftBuilds #Minecrafttutorial",20221207,HellFrozen,UCslA-53ZFvH17GI_-AVrBbA,42,82290246,3025927,,Gaming,,
gF5MmMISCiA,An EPIC Steampunk Puzzle Box!! 😲,https://i.ytimg.com/vi/gF5MmMISCiA/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYfyBDKCIwDw==&rs=AOn4CLDiQeLV2xbjYV5fMBvmmqFX0TmVuQ,"MY SHOP: https://www.1st.shop/
Cool Stuff Available here: https://bit.ly/3f8RDm0
Gaming Channel: https://www.youtube.com/chrisramsaytv
My Twitch Channel: https://www.twitch.tv/chrisramsay52
My Lighting setup: https://glnk.io/73j1x/chris-ramsayaputureaffiliate
____________________________________________________________
1000's of PUZZLES Available here: http://www.puzzlemaster.ca/?a=681162
The Split Flap: https://www.instagram.com/oatfoundrybuilds/
____________________________________________________________
INSTAGRAM: https://www.instagram.com/chrisramsay52
TWITTER: https://www.twitter.com/chrisramsay52
______________________________________________________
LEARN A TRICK I CREATED HERE: https://sellfy.com/p/OiqQ/

IF YOU WANT TO SEND ME STUFF:
Chris Ramsay
CP 50011 BP. Galeries Des Monts
St-Sauveur, PQ
Canada
J0R 1R0

#ChrisRamsay",20230203,Chris Ramsay,UCrPUg54jUy1T_wII9jgdRbg,55,1879382,105027,,Entertainment,,https://www.youtube.com/api/timedtext?v=gF5MmMISCiA&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261229&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=AAB9F055BC91800920B6FA4F752545203606B260.B6FE67DA7D41242C4AF5A51616091B972482F474&key=yt8&kind=asr&lang=en&fmt=json3
i7LCXZZQj_8,BOBBING FOR APPLES PRANK! 🤣 - #Shorts,https://i.ytimg.com/vi/i7LCXZZQj_8/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYfyA_KBMwDw==&rs=AOn4CLBxvj-eFWcdud8S3EPBFEfPfhkWjA,"Evan Era sets up a super funny Halloween magic prank you can do at home!  If you liked the video remember to smash the thumbs up and SUBSCRIBE to the channel!

Subscribe here → http://bit.ly/SubToEvan
Magic Shop here → http://www.EvanEraTV.com

Follow Evan Era ↴
Instagram ► https://www.instagram.com/EvanRosenman
TikTok ► https://www.tiktok.com/@EvanEraMagic
Facebook ► https://www.facebook.com/EvanEraTV

#Shorts #Magic #Halloween

More Videos Here → http://www.youtube.com/EvanEraTV",20211019,EvanEraTV,UCWZZowzfDwihJ8VbQ3H8ivw,60,41284699,2072998,,Howto & Style,,https://www.youtube.com/api/timedtext?v=i7LCXZZQj_8&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261230&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=E0FF6064946D84F8165EB5A06669C1A164498A9B.CB72F198B88D401A84A8F0DB816F747EB0EFE768&key=yt8&kind=asr&lang=en&fmt=json3
lPJN_8KklZU,Showing my Lego McLaren ❤️❤️❤️❤️,https://i.ytimg.com/vi/lPJN_8KklZU/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AYwCgALgA4oCDAgAEAEYZSBZKEcwDw==&rs=AOn4CLCRkcKfbJJ9_q9B76pqTfX5Ldqa0w,,20230308,Christofer Cruz,UCGKI0ipviNKg_Aah-WZPL8w,57,569,34,,People & Blogs,,
gU-bSau6kgA,NBA Security Guard's SECRET to Tackling a Criminal,https://i.ytimg.com/vi/gU-bSau6kgA/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYXCBcKFwwDw==&rs=AOn4CLD0GMfELYTeRDB25zY0qMtll0-_4g,"#NBA #shorts 

An NBA security guard surprised everyone with how fast he tackled a court invader last year. Now we know his secret.",20230218,A.M. Hoops,UCtG-elouHQdUnpN9cVLdltg,46,37498145,1721853,,Sports,,https://www.youtube.com/api/timedtext?v=gU-bSau6kgA&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261233&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=0500A63532124A567FB4EC443432DABCDCD2B899.2AA1064A82BF781F293A52DD9B22A3D55B490832&key=yt8&kind=asr&lang=en&fmt=json3
1DVm3F5E_fc,I GOT ROBBED...,https://i.ytimg.com/vi/1DVm3F5E_fc/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBXKEwwDw==&rs=AOn4CLCoByKBGzTEPbGBxogFON-yUXchfg,"Cast: @willharney 
FOLLOW ME ON OTHER PLATFORMS BELOW:
Instagram: https://www.instagram.com/zacharyyryann/?hl=en
TikTok: https://www.tiktok.com/@zacharyyryann?lang=en
Snapchat: https://t.snapchat.com/JhxYyLhq
Facebook: https://www.facebook.com/ZacharyRyanYT/?view_public_for=1666416706758413

Thanks for watching! 
IF YOU'RE READING THIS, SUBSCRIBE AND COMMENT ""CHEESECAKE"" WHEN DONE!",20230208,Zachary Ryan,UCRJ-wKLkf96N4fl4w-1LZQw,44,3904721,115950,,Entertainment,,https://www.youtube.com/api/timedtext?v=1DVm3F5E_fc&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261234&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=2C8ACE53B6550F0519F266C29E1979C58777CA5A.7549728C1BF77DF2A89B0EA80F3644F9BCC16977&key=yt8&kind=asr&lang=en&fmt=json3
foqaXEuHK7I,This Old Woman has a Incredible Talent 😲,https://i.ytimg.com/vi/foqaXEuHK7I/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYciA9KFMwDw==&rs=AOn4CLDjJ00sJIEicUnc-rmYl6dIbWxaMw,#shorts,20230127,Anthony Wreyn,UCr_7s0Z9PIw441bNlxF0jKA,60,9910728,726175,,People & Blogs,,
Y9Ow9uP1SFA,Lego bowser’s koopalings part 2,https://i.ytimg.com/vi/Y9Ow9uP1SFA/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYciBdKEYwDw==&rs=AOn4CLAJuVSlLaMNFz-S03yPmxE18AU1Jw,,20230308,Jojo Season 13,UCVO-ondzPXDZiKqMOGXSGBw,21,196,4,,People & Blogs,,https://www.youtube.com/api/timedtext?v=Y9Ow9uP1SFA&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261237&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=EE1E8DFD023727AD0CD794A6A78E5570EDE4542B.AB4250B9327D308088EC3ACE315799B7D91BE75C&key=yt8&kind=asr&lang=en&fmt=json3
pZ0q1e8xFzI,Never Judge A Book By Its Cover,https://i.ytimg.com/vi/pZ0q1e8xFzI/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBUKFswDw==&rs=AOn4CLAeOx07-8UZAZ2rKzhDtR-x5f0j9w,"SUBSCRIBE to our channel 🔔 for DAILY videos like this. Thank you ❤

Video: @LarryWheels 

Business Inquiries: Contact me on Instagram 👉https://www.instagram.com/lessonsin30s/",20230217,Lessons in 30s,UC_keObs2_MvR-D_8qpUQZUQ,36,33950610,1637317,,Education,,https://www.youtube.com/api/timedtext?v=pZ0q1e8xFzI&caps=asr&xoaf=4&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261238&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=D403EC0792A9766F1F7C7FC5B50009945F30EFDB.1230C29EF95332DF46FF5168C4D2B794A8ACB1C1&key=yt8&kind=asr&lang=en&fmt=json3
-bQgABGtpm8,Too dangerous ! See if you drive like this !#car #driving #tips #tutorial #shots,https://i.ytimg.com/vi/-bQgABGtpm8/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBlKGUwDw==&rs=AOn4CLDSGGKOvjBsrQf27-RkCmJ-Z1Y5Zw,,20230223,车哥测评,UC1nhPVQRCW_yjFQfrUM6MaQ,60,8496058,253120,,People & Blogs,,https://www.youtube.com/api/timedtext?v=-bQgABGtpm8&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261239&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=883DB857ED730E214E57849A57E3480F4A2D2E12.08B1F1C3B807C6896AA52813EE6D7FCEAD382E2E&key=yt8&kind=asr&lang=en&fmt=json3
4SZXTSnv7QU,The Last Salt Lady Of Indonesia #411,https://i.ytimg.com/vi/4SZXTSnv7QU/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBlKEgwDw==&rs=AOn4CLCL0LPoySmxWwD6RU6BPn13FnOWiQ,"She makes a VERY RARE SALT.

What makes it so rare? and why would it disappear soon? 

If you want to support her and her work, she works in Kusamba Village! Take a tour and buy some salt!!

--

Thank you for watching Nas Daily!

Our mission is to bring people together,  and that's why we create content that does exactly that - 

We have a new show called Nas Debates that you can watch here: youtube.com/c/NasDebates

And if you love reading more than watching videos, HERE is a link to our blog: blog.nasdaily.com/",20230210,Nas Daily,UCJsUvAqDzczYv2UpFmu4PcA,57,13145953,887090,,Travel & Events,,https://www.youtube.com/api/timedtext?v=4SZXTSnv7QU&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261240&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=D565B0C8B3BAC00D40C318E9A15CA77246E4453E.3F6B6099DC0DDAE879959E898EAAA3740C7FE6C2&key=yt8&kind=asr&lang=en&fmt=json3
pUf9PGuSgvA,Collector Check🔥 #lego #legostarwars #collector,https://i.ytimg.com/vi/pUf9PGuSgvA/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYZSBZKEcwDw==&rs=AOn4CLC8KC9gMivV3cW9C_x9gTNmqLJwGQ,,20230308,Clone Trooper Bricks,UCGL-FpTJIZcIXcNxvyiDsOw,30,1069,50,,People & Blogs,,https://www.youtube.com/api/timedtext?v=pUf9PGuSgvA&caps=asr&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1678261241&sparams=ip%2Cipbits%2Cexpire%2Cv%2Ccaps%2Cxoaf&signature=C8933EE9A528C0E54AEA2AFF266599C940E44146.C474940385248A967F17FE01383861759CFC6C43&key=yt8&kind=asr&lang=en&fmt=json3
